QGC WPL 110
0	1	0	16	0	0	0	0	46.61437470	142.81194340	78.00000000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61410440	142.81187800	2.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61412150	142.81175740	2.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61430560	142.81179350	2.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61431640	142.81167960	2.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61413550	142.81164030	2.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61416070	142.81150350	2.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443430	142.81158350	2.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61440110	142.81177040	2.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61437470	142.81194340	2.000000	1
11	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	46.61437470	142.81194340	78.000000	1
