QGC WPL 110
0	1	0	16	0	0	0	0	46.6143752	142.8119764	64.390000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61411630	142.81192170	2.000000	1
3	0	0	93	5.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61414530	142.81181440	2.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61427750	142.81180030	2.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61430010	142.81172120	2.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61419090	142.81167630	2.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61417340	142.81156760	2.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443690	142.81158510	2.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443690	142.81158510	0.270000	1
11	0	0	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443690	142.81158510	3.200000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61438070	142.81197530	3.200000	1
14	0	3	21	0.00000000	0.00000000	0.00000000	1.00000000	46.61438070	142.81197530	3.000000	1
