QGC WPL 110
0	1	0	16	0	0	0	0	46.6143807	142.8119767	69.230000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61411720	142.81189890	2.000000	1
3	0	0	93	15.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61411910	142.81179290	2.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61429220	142.81183790	2.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61431570	142.81169840	2.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61415270	142.81164610	2.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61416600	142.81152340	2.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443320	142.81157430	2.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443320	142.81157430	0.270000	1
11	0	0	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
12	0	0	183	5.00000000	1800.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443320	142.81157430	2.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61440970	142.81177220	2.000000	1
15	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61437980	142.81197400	2.000000	1
16	0	3	21	0.00000000	0.00000000	0.00000000	1.00000000	46.61438070	142.81197530	0.000000	1
